gene_symbol,organism_abbreviation,primary_FBgn,secondary_FBgn,annotation_ID,secondary_annotation_IDs
Pabp2,Dmel,FBgn0005648,,CG2163,
sprt,Dmel,FBgn0082585,"FBgn0033632,FBgn0050023",CG30023,CG9026
Ets98B,Dmel,FBgn0005659,,CG5583,
CG8708,Dmel,FBgn0033271,"FBgn0044522,FBgn0044769",CG8708,
Lpin,Dmel,FBgn0263593,"FBgn0033269,FBgn0062224,FBgn0044466",CG8709,
CG30026,Dmel,FBgn0050026,,CG30026,
Cyp6a18,Dmel,FBgn0039519,,CG13977,
Dfd,Dmel,FBgn0000439,,CG2189,
CG12913,Dmel,FBgn0033500,,CG12913,
kermit,Dmel,FBgn0010504,"FBgn0026587,FBgn0033270",CG11546,
Sod3,Dmel,FBgn0033631,FBgn0033630,CG9027,CG13200
babo,Dmel,FBgn0011300,"FBgn0004835,FBgn0015469,FBgn0021802",CG8224,
CG12911,Dmel,FBgn0033501,,CG12911,
Pbp49,Dmel,FBgn0260398,"FBgn0033267,FBgn0022383,FBgn0260389",CG42515,CG11508
Tsp47F,Dmel,FBgn0033629,,CG9033,
CG8229,Dmel,FBgn0033356,FBgn0064765,CG8229,
FANCI,Dmel,FBgn0033354,,CG13745,
CG8712,Dmel,FBgn0033258,,CG8712,
CG12384,Dmel,FBgn0033624,"FBgn0064838,FBgn0064965",CG12384,
Cul4,Dmel,FBgn0033260,,CG8711,
Syb,Dmel,FBgn0003660,"FBgn0005620,FBgn0019711,FBgn0023032",CG12210,
CG44286,Dmel,FBgn0265313,,CG44286,
CG13202,Dmel,FBgn0033623,,CG13202,
CG33474,Dmel,FBgn0053474,,CG33474,
CG12209,Dmel,FBgn0033498,FBgn0063735,CG12209,
RanBPM,Dmel,FBgn0262114,"FBgn0033522,FBgn0250861,FBgn0022187",CG42236,CG11763
CG12895,Dmel,FBgn0033523,FBgn0047132,CG12895,
CG12896,Dmel,FBgn0033521,FBgn0040497,CG12896,
Ndg,Dmel,FBgn0026403,"FBgn0033509,FBgn0046316",CG12908,
Sec31,Dmel,FBgn0033339,,CG8266,
lin,Dmel,FBgn0002552,FBgn0033346,CG11770,
CG30349,Dmel,FBgn0050349,"FBgn0033343,FBgn0033345,FBgn0063640",CG30349,"CG2396,CG13750"
CG11883,Dmel,FBgn0033538,,CG11883,
PAN2,Dmel,FBgn0033352,,CG8232,
Tom7,Dmel,FBgn0033357,FBgn0047336,CG8226,
CG33199,Dmel,FBgn0053199,FBgn0064765,CG33199,
CG8230,Dmel,FBgn0027607,,CG8230,
CG8248,Dmel,FBgn0033347,,CG8248,
Pgi,Dmel,FBgn0003074,,CG8251,
CG14760,Dmel,FBgn0033277,,CG14760,
CG34219,Dmel,FBgn0085248,,CG34219,
ana2,Dmel,FBgn0027513,,CG8262,
CG2291,Dmel,FBgn0033279,FBgn0063327,CG2291,
CG8252,Dmel,FBgn0033344,,CG8252,
Elp2,Dmel,FBgn0033540,,CG11887,CG1187
CG12934,Dmel,FBgn0033541,,CG12934,
pnut,Dmel,FBgn0013726,"FBgn0010304,FBgn0010515",CG8705,
Git,Dmel,FBgn0033539,,CG16728,
CG30369,Dmel,FBgn0050369,FBgn0045386,CG30369,
CG14759,Dmel,FBgn0033278,,CG14759,
dpn,Dmel,FBgn0010109,FBgn0025271,CG8704,
COQ7,Dmel,FBgn0029502,FBgn0029900,CG14437,
Snr1,Dmel,FBgn0011715,FBgn0010744,CG1064,
mRpL44,Dmel,FBgn0037330,,CG2109,
CG12007,Dmel,FBgn0037293,,CG12007,
dpr16,Dmel,FBgn0037295,,CG12591,
CG12589,Dmel,FBgn0040684,,CG12589,
CG12877,Dmel,FBgn0039544,FBgn0064921,CG12877,
CG12428,Dmel,FBgn0039543,,CG12428,
ALiX,Dmel,FBgn0086346,"FBgn0065037,FBgn0039541",CG12876,
CG13978,Dmel,FBgn0039518,,CG13978,
MTA1-like,Dmel,FBgn0027951,,CG2244,
CG8736,Dmel,FBgn0033308,FBgn0062966,CG8736,
CG3339,Dmel,FBgn0039510,,CG3339,
CG3330,Dmel,FBgn0039511,FBgn0044733,CG3330,
Klp98A,Dmel,FBgn0004387,,CG5658,
CG44290,Dmel,FBgn0265317,,CG44290,
CG31259,Dmel,FBgn0051259,FBgn0037593,CG31259,CG11740
side,Dmel,FBgn0016061,"FBgn0039515,FBgn0039516,FBgn0039517,FBgn0040611,FBgn0040612,FBgn0051062,FBgn0063636",CG31062,"CG13979,CG13975,CG13974,CG13973,CG12510"
pch2,Dmel,FBgn0051453,"FBgn0037595,FBgn0037596",CG31453,"CG11744,CG11743"
CG11741,Dmel,FBgn0040531,,CG11741,
Neurochondrin,Dmel,FBgn0037447,,CG2330,
CG15186,Dmel,FBgn0037448,,CG15186,
PGRP-SC1a,Dmel,FBgn0043576,FBgn0033325,CG14746,
CG31460,Dmel,FBgn0051460,"FBgn0037597,FBgn0064862",CG31460,CG11745
mRpS18A,Dmel,FBgn0051450,"FBgn0037596,FBgn0064776",CG31450,CG11744
CG8738,Dmel,FBgn0033321,,CG8738,
PGRP-SC1b,Dmel,FBgn0033327,,CG8577,
gcl,Dmel,FBgn0005695,FBgn0004886,CG8411,
CG8740,Dmel,FBgn0027585,,CG8740,
stmA,Dmel,FBgn0086784,"FBgn0003530,FBgn0025937,FBgn0060295",CG8739,
CG30356,Dmel,FBgn0050356,,CG30356,
CG14767,Dmel,FBgn0040777,FBgn0033329,CG14767,CG8575
CG14744,Dmel,FBgn0033324,,CG14744,
CG8586,Dmel,FBgn0033320,,CG8586,
CG42326,Dmel,FBgn0259226,"FBgn0033306,FBgn0033305",CG42326,"CG14748,CG14747"
pdm3,Dmel,FBgn0261588,"FBgn0033288,FBgn0063323,FBgn0033282",CG42698,"CG11641,CG14755"
CG8701,Dmel,FBgn0033287,FBgn0044549,CG8701,
CG2121,Dmel,FBgn0033289,FBgn0033290,CG2121,CG8698
CG2127,Dmel,FBgn0033286,"FBgn0044619,FBgn0045245",CG2127,
boly,Dmel,FBgn0050362,"FBgn0033284,FBgn0063902",CG30362,CG2149
cola,Dmel,FBgn0050363,FBgn0033284,CG30363,CG2149
swif,Dmel,FBgn0050366,FBgn0033284,CG30366,CG2149
hubl,Dmel,FBgn0050364,"FBgn0033284,FBgn0044710",CG30364,CG2149
spaw,Dmel,FBgn0050365,"FBgn0033284,FBgn0065025",CG30365,CG2149
CG43183,Dmel,FBgn0262812,,CG43183,
CG8635,Dmel,FBgn0033317,,CG8635,
GstT1,Dmel,FBgn0050000,"FBgn0033436,FBgn0047071",CG30000,CG12930
Su(var)2-10,Dmel,FBgn0003612,FBgn0010550,CG8068,
Prp38,Dmel,FBgn0050342,FBgn0033386,CG30342,CG8054
ptc,Dmel,FBgn0003892,"FBgn0013766,FBgn0015537,FBgn0064818",CG2411,
slbo,Dmel,FBgn0005638,"FBgn0013451,FBgn0015734,FBgn0016064,FBgn0016065,FBgn0016066",CG4354,
Phax,Dmel,FBgn0033380,FBgn0043814,CG8069,
Hydr1,Dmel,FBgn0033382,,CG8058,
CG8788,Dmel,FBgn0028955,FBgn0033384,CG8788,
CG30344,Dmel,FBgn0050344,FBgn0033386,CG30344,CG8054
CG30345,Dmel,FBgn0050345,,CG30345,
unpg,Dmel,FBgn0015561,FBgn0014101,CG1650,
wun2,Dmel,FBgn0041087,"FBgn0025690,FBgn0026382,FBgn0033411,FBgn0040264,FBgn0062263",CG8805,
CG8027,Dmel,FBgn0033392,,CG8027,
shrb,Dmel,FBgn0086656,"FBgn0033385,FBgn0028565,FBgn0062188",CG8055,
Rme-8,Dmel,FBgn0015477,FBgn0033390,CG8014,
CG42382,Dmel,FBgn0259728,FBgn0003194,CG42382,CG8016
CG8046,Dmel,FBgn0033388,,CG8046,
CG8008,Dmel,FBgn0033387,,CG8008,
alc,Dmel,FBgn0260972,"FBgn0033383,FBgn0015476",CG8057,
CG18659,Dmel,FBgn0027561,"FBgn0042194,FBgn0050347,FBgn0050348,FBgn0062216,FBgn0062219",CG18659,"CG8059,CG30348,CG30347"
CG17230,Dmel,FBgn0046225,"FBgn0037903,FBgn0037907",CG17230,CG5286
RpL24-like,Dmel,FBgn0037899,,CG6764,
Adk3,Dmel,FBgn0042094,FBgn0037854,CG6612,
Camta,Dmel,FBgn0259234,"FBgn0033417,FBgn0033415,FBgn0033416",CG42332,"CG8809,CG13952,CG13953"
Wnt2,Dmel,FBgn0004360,,CG1916,
ced-6,Dmel,FBgn0029092,FBgn0033414,CG11804,
Su(Ste):CR42429,Dmel,FBgn0259860,,CR42429,
Dbp80,Dmel,FBgn0024804,"FBgn0020298,FBgn0024749,FBgn0042216,FBgn0047105",CG17023,
Su(Ste):CR42420,Dmel,FBgn0259851,,CR42420,
Mitf,Dmel,FBgn0263112,"FBgn0067895,FBgn0040845,FBgn0069921",CG43369,"CG17469,CG41130,CG40476"
CG17684,Dmel,FBgn0263780,"FBgn0058072,FBgn0040017,FBgn0058260",CG17684,"CG40072,CG40260"
Su(Ste):CR41533,Dmel,FBgn0085673,,CR41533,CG41533
Su(Ste):CR42431,Dmel,FBgn0259862,,CR42431,
vtd,Dmel,FBgn0260987,"FBgn0003993,FBgn0002297,FBgn0027941,FBgn0058222,FBgn0026057",CG17436,CG40222
CG30271,Dmel,FBgn0050271,"FBgn0034779,FBgn0065004",CG30271,CG13528
CG1208,Dmel,FBgn0037386,,CG1208,
CG6813,Dmel,FBgn0037923,,CG6813,CG31372
Yippee,Dmel,FBgn0026749,,CG1989,
TpnC73F,Dmel,FBgn0010424,,CG7930,
Wbp2,Dmel,FBgn0036318,,CG11009,
CG11178,Dmel,FBgn0030499,,CG11178,
CG5828,Dmel,FBgn0031682,,CG5828,
CG42795,Dmel,FBgn0261928,"FBgn0037800,FBgn0083944,FBgn0037799",CG42795,"CG12816,CG34108,CG3996"
CG7251,Dmel,FBgn0031723,FBgn0044781,CG7251,
Rab10,Dmel,FBgn0015789,,CG17060,
roq,Dmel,FBgn0036621,FBgn0045222,CG16807,
CG43064,Dmel,FBgn0262366,,CG43064,
rod,Dmel,FBgn0003268,FBgn0044458,CG1569,
CG11737,Dmel,FBgn0037592,,CG11737,
CG12948,Dmel,FBgn0037739,,CG12948,
Nup93-1,Dmel,FBgn0027537,,CG11092,
CG1434,Dmel,FBgn0030554,,CG1434,
CG5541,Dmel,FBgn0030603,,CG5541,
Graf,Dmel,FBgn0030685,,CG8948,
PGRP-LE,Dmel,FBgn0030695,FBgn0045885,CG8995,
Myb,Dmel,FBgn0002914,,CG9045,
Pp2B-14D,Dmel,FBgn0011826,"FBgn0005782,FBgn0005783,FBgn0015613",CG9842,
BthD,Dmel,FBgn0030501,,CG11177,
Su(Ste):CR42425,Dmel,FBgn0259856,,CR42425,
Pp1-Y2,Dmel,FBgn0046698,FBgn0058448,CG40448,
bt,Dmel,FBgn0005666,"FBgn0000232,FBgn0004518,FBgn0004630,FBgn0005627,FBgn0039921,FBgn0052019",CG32019,"CG1479,CG10285"
Cals,Dmel,FBgn0039928,,CG11059,
CG2316,Dmel,FBgn0039890,,CG2316,
CG30156,Dmel,FBgn0050156,"FBgn0045831,FBgn0065028",CG30156,
fuss,Dmel,FBgn0039932,,CG11093,
nemy,Dmel,FBgn0261673,"FBgn0033765,FBgn0044734,FBgn0033764,FBgn0040757",CG8776,"CG8772,CG13147"
NfI,Dmel,FBgn0042696,FBgn0039899,CG2380,
zfh2,Dmel,FBgn0004607,,CG1449,
CG10311,Dmel,FBgn0038420,FBgn0043812,CG10311,
CG12547,Dmel,FBgn0250830,"FBgn0040521,FBgn0058277,FBgn0027702",CG12547,CG40277
Ubx,Dmel,FBgn0003944,FBgn0024276,CG10388,
CG11786,Dmel,FBgn0039264,,CG11786,
CG34281,Dmel,FBgn0085310,,CG34281,CG14328
CG14327,Dmel,FBgn0038526,FBgn0064897,CG14327,
Inx3,Dmel,FBgn0265274,"FBgn0028373,FBgn0039606,FBgn0025230",CG1448,
CG15209,Dmel,FBgn0030237,"FBgn0027706,FBgn0062858",CG15209,
Ude,Dmel,FBgn0039226,,CG18410,
CG1440,Dmel,FBgn0030038,,CG1440,
Hs2st,Dmel,FBgn0024230,FBgn0032784,CG10234,
Ant2,Dmel,FBgn0025111,"FBgn0027300,FBgn0028338,FBgn0040166,FBgn0064129",CG1683,
Idgf4,Dmel,FBgn0026415,FBgn0026066,CG1780,
bif,Dmel,FBgn0014133,,CG1822,
CG31287,Dmel,FBgn0051287,FBgn0045192,CG31287,
CG32855,Dmel,FBgn0052855,,CG32855,
bou,Dmel,FBgn0261284,"FBgn0001425,FBgn0029927,FBgn0047134",CG14430,
fkh,Dmel,FBgn0000659,FBgn0015292,CG10002,
Nrx-1,Dmel,FBgn0038975,,CG7050,
CG31274,Dmel,FBgn0051274,FBgn0064915,CG31274,
Ctr1B,Dmel,FBgn0062412,FBgn0037575,CG7459,
CG45218,Dmel,FBgn0266745,,CG45218,
Prosalpha4T1,Dmel,FBgn0265606,"FBgn0017555,FBgn0017557,FBgn0011827",CG17268,
su(r),Dmel,FBgn0086450,"FBgn0003574,FBgn0016718",CG2194,
Gip,Dmel,FBgn0011770,,CG2227,
CG31643,Dmel,FBgn0051643,FBgn0046218,CG31643,
Atg8a,Dmel,FBgn0052672,"FBgn0030229,FBgn0063168",CG32672,CG1534
ZAP3,Dmel,FBgn0052685,"FBgn0030175,FBgn0030176,FBgn0040939",CG32685,"CG2971,CG12647,CG12646"
Csl4,Dmel,FBgn0032346,,CG6249,
Ada1-1,Dmel,FBgn0051865,FBgn0064891,CG31865,
CG31909,Dmel,FBgn0051909,FBgn0045239,CG31909,
Wnt4,Dmel,FBgn0010453,,CG4698,
CG9248,Dmel,FBgn0032923,,CG9248,
CG12065,Dmel,FBgn0030052,,CG12065,
Spt6,Dmel,FBgn0028982,"FBgn0026691,FBgn0028682",CG12225,
CG4586,Dmel,FBgn0029924,,CG4586,
CG3040,Dmel,FBgn0029925,,CG3040,
Cht11,Dmel,FBgn0029913,,CG3044,
RpL17,Dmel,FBgn0029897,FBgn0026274,CG3203,
Mcm6,Dmel,FBgn0025815,FBgn0000821,CG4039,
Arfrp1,Dmel,FBgn0030088,,CG7039,
Br140,Dmel,FBgn0033155,,CG1845,
CG13321,Dmel,FBgn0033787,,CG13321,
CG8654,Dmel,FBgn0034479,,CG8654,
Psc,Dmel,FBgn0005624,"FBgn0002071,FBgn0003153,FBgn0003644",CG3886,
CG34459,Dmel,FBgn0085488,FBgn0034161,CG34459,CG6301
Nox,Dmel,FBgn0085428,"FBgn0034112,FBgn0034111",CG34399,"CG15924,CG3896"
CG43729,Dmel,FBgn0263980,"FBgn0034020,FBgn0085347,FBgn0050470,FBgn0034017,FBgn0034019,FBgn0034018,FBgn0085394,FBgn0262868",CG43729,"CG8179,CG34318,CG30470,CG18625,CG12959,CG12958,CG34365,CG43223,CG14163"
CG12025,Dmel,FBgn0035285,,CG12025,
CG32191,Dmel,FBgn0052191,FBgn0036755,CG32191,CG5584
Chmp1,Dmel,FBgn0036805,,CG4108,
Crtc,Dmel,FBgn0036746,,CG6064,
CG7497,Dmel,FBgn0036742,"FBgn0046500,FBgn0046501,FBgn0046783",CG7497,
Pep,Dmel,FBgn0004401,FBgn0036743,CG6143,
CG7542,Dmel,FBgn0036738,,CG7542,
CG7430,Dmel,FBgn0036762,,CG7430,
CycT,Dmel,FBgn0025455,FBgn0023101,CG6292,
ssp2,Dmel,FBgn0036389,,CG9028,
Nxf3,Dmel,FBgn0263232,"FBgn0052135,FBgn0061490",CG32135,
Gbs-76A,Dmel,FBgn0036862,,CG9619,
Max,Dmel,FBgn0017578,,CG9648,
Bet1,Dmel,FBgn0260857,"FBgn0036855,FBgn0062942,FBgn0045028",CG14084,
CG8180,Dmel,FBgn0034021,,CG8180,
CG10915,Dmel,FBgn0034308,,CG10915,
CG30472,Dmel,FBgn0050472,,CG30472,
Rab26,Dmel,FBgn0086913,"FBgn0037072,FBgn0052439,FBgn0085439",CG34410,"CG7605,CG32439"
CG14478,Dmel,FBgn0028953,FBgn0034222,CG14478,
hbs,Dmel,FBgn0029082,"FBgn0033991,FBgn0064179",CG7449,
emp,Dmel,FBgn0010435,,CG2727,
CG7461,Dmel,FBgn0034432,,CG7461,
mspo,Dmel,FBgn0020269,,CG10145,
Dis3l2,Dmel,FBgn0035111,,CG16940,
Zyx,Dmel,FBgn0011642,"FBgn0047225,FBgn0052018",CG32018,
danr,Dmel,FBgn0039283,,CG13651,
sxe2,Dmel,FBgn0038398,,CG4979,
EndoGI,Dmel,FBgn0028515,FBgn0027856,CG4930,
DAAM,Dmel,FBgn0025641,FBgn0027752,CG14622,
Try29F,Dmel,FBgn0015316,,CG9564,
deltaCOP,Dmel,FBgn0028969,"FBgn0015013,FBgn0020026,FBgn0026700,FBgn0027227,FBgn0029593,FBgn0040159,FBgn0066816",CG14813,
Syt1,Dmel,FBgn0004242,"FBgn0005767,FBgn0022151",CG3139,
CG14812,Dmel,FBgn0026090,FBgn0062994,CG14812,
CG12236,Dmel,FBgn0029822,,CG12236,
CG3587,Dmel,FBgn0023521,,CG3587,
CG3527,Dmel,FBgn0029714,,CG3527,
CDC45L,Dmel,FBgn0026143,FBgn0014904,CG3658,
CG5928,Dmel,FBgn0029836,,CG5928,
brn,Dmel,FBgn0000221,FBgn0005387,CG4934,
RpL36,Dmel,FBgn0002579,"FBgn0025295,FBgn0040151,FBgn0047325",CG7622,
Appl,Dmel,FBgn0000108,FBgn0028498,CG7727,
CG33722,Dmel,FBgn0064126,"FBgn0037557,FBgn0051188,FBgn0053722",CG33722,"CG31188,CG18238"
CG18749,Dmel,FBgn0042182,"FBgn0037557,FBgn0051188",CG18749,"CG31188,CG18238"
Ncoa6,Dmel,FBgn0031698,,CG14023,
CG4587,Dmel,FBgn0028863,,CG4587,
RpL36A,Dmel,FBgn0031980,FBgn0025270,CG7424,
nAChRalpha6,Dmel,FBgn0032151,FBgn0046810,CG4128,
Jon25Bii,Dmel,FBgn0031654,FBgn0001284,CG8869,
lid,Dmel,FBgn0031759,FBgn0010658,CG9088,
mxt,Dmel,FBgn0031637,FBgn0046805,CG2950,
Spt,Dmel,FBgn0033348,,CG8247,
Rint1,Dmel,FBgn0035762,,CG8605,
Dyrk2,Dmel,FBgn0016930,FBgn0027884,CG4551,
Golgin245,Dmel,FBgn0034854,,CG3493,
GCC88,Dmel,FBgn0037881,,CG10703,
GCC185,Dmel,FBgn0037979,,CG3532,
btsz,Dmel,FBgn0266756,"FBgn0038267,FBgn0063267,FBgn0051306,FBgn0038265,FBgn0038264,FBgn0038263,FBgn0010940,FBgn0053555,FBgn0264754,FBgn0044870",CG44012,"CG17304,CG7343,CG31306,CG33555,CG14858,CG18280"
mfr,Dmel,FBgn0266757,"FBgn0035935,FBgn0044828",CG5747,
Esyt2,Dmel,FBgn0266758,"FBgn0039208,FBgn0044808",CG6643,
Zwilch,Dmel,FBgn0061476,"FBgn0036933,FBgn0042214",CG18729,CG18639
Zw10,Dmel,FBgn0004643,"FBgn0000016,FBgn0002765,FBgn0029627",CG9900,
Leash,Dmel,FBgn0037856,FBgn0052471,CG4674,CG32471
scaRNA:PsiU5-44,Dmel,FBgn0263487,,CR43602,
CG46319,Dmel,FBgn0284235,,CG46319,
unc80,Dmel,FBgn0039536,,CG18437,
CG43232,Dmel,FBgn0262877,,CG43232,
twi,Dmel,FBgn0003900,,CG2956,
CG13293,Dmel,FBgn0035677,,CG13293,
CG45676,Dmel,FBgn0267236,,CG45676,
sgg,Dmel,FBgn0003371,"FBgn0026697,FBgn0026849,FBgn0027246,FBgn0028324,FBgn0029071,FBgn0066814",CG2621,
CG34458,Dmel,FBgn0085487,FBgn0034147,CG34458,CG5197
side-II,Dmel,FBgn0259213,"FBgn0053515,FBgn0028890,FBgn0028914,FBgn0032556,FBgn0032557,FBgn0032555",CG42313,"CG15275,CG15276,CG15277,CG33515"
side-III,Dmel,FBgn0083949,"FBgn0037392,FBgn0037393,FBgn0037394",CG34113,"CG10989,CG14678,CG14677"
side-IV,Dmel,FBgn0038156,FBgn0082833,CG14372,
side-V,Dmel,FBgn0085400,"FBgn0034831,FBgn0034830,FBgn0034832,FBgn0050188",CG34371,"CG30188,CG13548,CG13547,CG13546"
side-VI,Dmel,FBgn0083950,"FBgn0037858,FBgn0037859",CG34114,"CG4695,CG14698"
side-VII,Dmel,FBgn0037736,,CG12950,
side-VIII,Dmel,FBgn0086604,"FBgn0053041,FBgn0050143,FBgn0034508",CG12484,"CG33041,CG30143"
Pgant1,Dmel,FBgn0034025,,CG8182,
Pgant2,Dmel,FBgn0031530,,CG3254,
Pgant3,Dmel,FBgn0027558,FBgn0062232,CG4445,
Pgant4,Dmel,FBgn0051956,"FBgn0031541,FBgn0063613",CG31956,CG8845
Pgant5,Dmel,FBgn0031681,"FBgn0051651,FBgn0082589",CG31651,CG9152
Pgant6,Dmel,FBgn0035375,,CG2103,
RpL40,Dmel,FBgn0003941,FBgn0061410,CG2960,
Rrp40,Dmel,FBgn0260648,"FBgn0064224,FBgn0051938",CG31938,
CG6115,Dmel,FBgn0040985,FBgn0063241,CG6115,
Rack1,Dmel,FBgn0020618,,CG7111,
RpL24,Dmel,FBgn0032518,"FBgn0026273,FBgn0026275",CG9282,
RpS2,Dmel,FBgn0004867,"FBgn0010266,FBgn0013522,FBgn0022202,FBgn0025306",CG5920,
Gdi,Dmel,FBgn0004868,"FBgn0010224,FBgn0014258",CG4422,
CG9555,Dmel,FBgn0032085,,CG9555,
Arr1,Dmel,FBgn0000120,,CG5711,
Mdh1,Dmel,FBgn0262782,"FBgn0002699,FBgn0032237",CG5362,
CG17906,Dmel,FBgn0032086,,CG17906,
CG7110,Dmel,FBgn0032521,,CG7110,
Vm34Ca,Dmel,FBgn0003983,,CG9271,
CG45263,Dmel,FBgn0266801,"FBgn0263416,FBgn0262729,FBgn0250829,FBgn0243510,FBgn0061464,FBgn0051369,FBgn0051264,FBgn0040530,FBgn0037588,FBgn0037587,FBgn0028701,FBgn0046787,FBgn0027738,FBgn0086534,FBgn0259181,FBgn0037585,FBgn0259182,FBgn0051462,FBgn0037586",CG45263,"CG42286,CG42285,CG11718,CG31264,CG31369,CG43462,CG31462,CG11733,CG11731,CG11730,CG11729"
CG17242,Dmel,FBgn0250841,"FBgn0042188,FBgn0066888",CG17242,
CG14926,Dmel,FBgn0032360,,CG14926,
CG34166,Dmel,FBgn0085195,,CG34166,CG15281
CG13946,Dmel,FBgn0040725,,CG13946,
CG42681,Dmel,FBgn0261567,,CG42681,
CG43271,Dmel,FBgn0262960,,CG43271,
Pgant7,Dmel,FBgn0030930,FBgn0066048,CG6394,
rump,Dmel,FBgn0267790,"FBgn0020921,FBgn0260010,FBgn0037701,FBgn0043867",CG9373,
rgr,Dmel,FBgn0267792,"FBgn0022235,FBgn0033310,FBgn0033311",CG8643,CG14751
CG33939,Dmel,FBgn0047095,FBgn0053939,CG33939,
CG33946,Dmel,FBgn0047000,FBgn0053946,CG33946,
CG33947,Dmel,FBgn0083068,"FBgn0046307,FBgn0053947,FBgn0063280",CG33947,
Ppr-Y,Dmel,FBgn0046697,FBgn0058440,CG40440,
Sdic3,Dmel,FBgn0052823,,CG32823,
CG41378,Dmel,FBgn0085638,,CG41378,
Su(Ste):CR42415,Dmel,FBgn0259846,,CR42415,
uex,Dmel,FBgn0262124,"FBgn0003946,FBgn0260994,FBgn0058084,FBgn0085809,FBgn0022281",CG42595,"CG40084,CR41594"
Su(Ste):CR42424,Dmel,FBgn0259855,,CR42424,
Su(Ste):CR42416,Dmel,FBgn0259847,,CR42416,
CR33496,Dmel,FBgn0053496,,CR33496,CG33496
Su(Ste):CR40820,Dmel,FBgn0085523,,CR40820,CG40820
CR33491,Dmel,FBgn0053491,,CR33491,CG33491
Su(Ste):CR42412,Dmel,FBgn0259843,,CR42412,
mRpS5,Dmel,FBgn0044510,"FBgn0047104,FBgn0058049",CG40049,
kl-2,Dmel,FBgn0001313,"FBgn0039968,FBgn0058438",CG17866,CG40438
CG40160,Dmel,FBgn0058160,FBgn0047211,CG40160,
CG42402,Dmel,FBgn0259821,"FBgn0039950,FBgn0085630",CG42402,"CG12453,CG41358"
CG41520,Dmel,FBgn0087011,"FBgn0085665,FBgn0058067,FBgn0039962,FBgn0058109",CG41520,"CG17443,CG40067,CG40109"
Su(Ste):CR42426,Dmel,FBgn0259857,,CR42426,
Pp1-Y1,Dmel,FBgn0261399,"FBgn0046699,FBgn0085674",CG41534,
CG30274,Dmel,FBgn0050274,FBgn0034780,CG30274,CG13529
CG42284,Dmel,FBgn0259179,"FBgn0050264,FBgn0034780,FBgn0050266,FBgn0034779",CG42284,"CG30266,CG30264,CG13529,CG13528"
Su(Ste):CR42444,Dmel,FBgn0259875,,CR42444,
Su(Ste):CR42419,Dmel,FBgn0259850,,CR42419,
Su(Ste):CR42438,Dmel,FBgn0259869,,CR42438,
JYalpha,Dmel,FBgn0267363,"FBgn0040037,FBgn0085503",CG45760,"CG17923,CG40625"
Pgant8,Dmel,FBgn0036529,,CG7297,
CG42671,Dmel,FBgn0261553,"FBgn0036149,FBgn0085269",CG42671,"CG34240,CG18490"
CG12831,Dmel,FBgn0033141,,CG12831,
Pal2,Dmel,FBgn0262728,"FBgn0069355,FBgn0020623,FBgn0034890,FBgn0045948",CG5472,
CG30183,Dmel,FBgn0050183,"FBgn0034891,FBgn0034892",CG30183,"CG4530,CG4093"
CG30278,Dmel,FBgn0050278,FBgn0034714,CG30278,CG3387
CG4646,Dmel,FBgn0033810,FBgn0062880,CG4646,
CG4716,Dmel,FBgn0033820,FBgn0043820,CG4716,
CG42700,Dmel,FBgn0261611,"FBgn0033707,FBgn0085262",CG42700,"CG34233,CG13165"
CG5770,Dmel,FBgn0034291,FBgn0061413,CG5770,
CG5773,Dmel,FBgn0034290,FBgn0063655,CG5773,
ths,Dmel,FBgn0033652,,CG12443,
GlcT,Dmel,FBgn0067102,FBgn0034690,CG6437,
Hdc,Dmel,FBgn0005619,FBgn0044609,CG3454,
CG34221,Dmel,FBgn0085250,,CG34221,
CG5348,Dmel,FBgn0034156,,CG5348,
Cyp6w1,Dmel,FBgn0033065,FBgn0027077,CG8345,
CG10307,Dmel,FBgn0034655,,CG10307,
HmgD,Dmel,FBgn0004362,,CG17950,
Ugt58Fa,Dmel,FBgn0040091,FBgn0034752,CG4414,
CG30398,Dmel,FBgn0050398,,CG30398,
HmgZ,Dmel,FBgn0010228,FBgn0063041,CG17921,
Mal-A6,Dmel,FBgn0050360,FBgn0033295,CG30360,CG8689
Mal-A7,Dmel,FBgn0033296,,CG11669,
CG13177,Dmel,FBgn0040759,,CG13177,
Oda,Dmel,FBgn0014184,"FBgn0010521,FBgn0014270",CG16747,
CG34232,Dmel,FBgn0085261,,CG34232,
Sod2,Dmel,FBgn0010213,,CG8905,
Acp53C14c,Dmel,FBgn0053530,FBgn0070033,CG33530,
CG43325,Dmel,FBgn0263030,"FBgn0050217,FBgn0034757",CG43325,"CG30217,CG13514"
Acp53Ea,Dmel,FBgn0015584,FBgn0063350,CG8622,
Acp53C14b,Dmel,FBgn0034153,,CG15616,
Acp53C14a,Dmel,FBgn0034152,,CG8626,
CG15617,Dmel,FBgn0034151,,CG15617,
Sfp53D,Dmel,FBgn0259967,,CG42477,
nsr,Dmel,FBgn0034740,,CG3875,
CG13510,Dmel,FBgn0034758,,CG13510,
CG13511,Dmel,FBgn0034759,,CG13511,
CG42565,Dmel,FBgn0260767,FBgn0034760,CG42565,CG13512
RYBP,Dmel,FBgn0034763,,CG12190,
CG3746,Dmel,FBgn0034755,,CG3746,
CG2852,Dmel,FBgn0034753,,CG2852,
CG3760,Dmel,FBgn0022343,,CG3760,
CG12851,Dmel,FBgn0035086,,CG12851,
