"geneNames","geneIDs","feature","id","pval","qval"
"FBtr0072305","MSTRG.5511","transcript","18661",0.0244512549478516,0.999989508679083
"FBtr0332119","MSTRG.5915","transcript","20061",0.0244640172585591,0.999989508679083
"FBtr0071340","MSTRG.12866","transcript","43956",0.024506655956849,0.999989508679083
"MSTRG.5243.1","MSTRG.5243","transcript","17842",0.0245278948762814,0.999989508679083
"FBtr0076805","MSTRG.6532","transcript","22077",0.0245500397305332,0.999989508679083
"FBtr0071305","MSTRG.12857","transcript","43952",0.0246982153581751,0.999989508679083
"MSTRG.14173.11","MSTRG.14173","transcript","48949",0.0248003129258763,0.999989508679083
"MSTRG.6113.10","MSTRG.6113","transcript","20772",0.0249249071079762,0.999989508679083
"FBtr0089049","MSTRG.3032","transcript","10006",0.0249412338568673,0.999989508679083
"FBtr0332126","MSTRG.6739","transcript","22805",0.0249798407252342,0.999989508679083
"FBtr0079431","MSTRG.943","transcript","3074",0.0250920561375964,0.999989508679083
"FBtr0113299","MSTRG.11401","transcript","38225",0.0253193738172348,0.999989508679083
"FBtr0345581","MSTRG.5139","transcript","17541",0.0254397390007919,0.999989508679083
"FBtr0333668","MSTRG.9101","transcript","30475",0.0259313845526093,0.999989508679083
"FBtr0074039","MSTRG.13455","transcript","46225",0.0260578499780865,0.999989508679083
"FBtr0332970","MSTRG.2413","transcript","7996",0.0261035620863626,0.999989508679083
"FBtr0332879","MSTRG.5872","transcript","19910",0.0261663853448113,0.999989508679083
"FBtr0076785","MSTRG.6544","transcript","22127",0.0261934332788406,0.999989508679083
"FBtr0112771","MSTRG.7497","transcript","25401",0.0262050315986901,0.999989508679083
"FBtr0084461","MSTRG.10812","transcript","36274",0.0262440801898218,0.999989508679083
"FBtr0088037","MSTRG.3707","transcript","12392",0.0265278892733033,0.999989508679083
"FBtr0300776","MSTRG.6186","transcript","21018",0.0266693069289184,0.999989508679083
"FBtr0081178","MSTRG.2232","transcript","7462",0.0266975360625694,0.999989508679083
"FBtr0345147","MSTRG.7866","transcript","26489",0.0267575107687827,0.999989508679083
"MSTRG.12440.2","MSTRG.12440","transcript","42466",0.0270599909008697,0.999989508679083
"MSTRG.8699.2","MSTRG.8699","transcript","29126",0.0270782812619754,0.999989508679083
"FBtr0082847","MSTRG.9697","transcript","32378",0.0271283286085977,0.999989508679083
"MSTRG.7021.78","MSTRG.7021","transcript","23819",0.0271369110413033,0.999989508679083
"FBtr0085632","MSTRG.11620","transcript","38876",0.0271718152076311,0.999989508679083
"FBtr0076357","MSTRG.6851","transcript","23217",0.027451973422105,0.999989508679083
"FBtr0321268","MSTRG.10622","transcript","35668",0.0276367252453922,0.999989508679083
"MSTRG.317.2","MSTRG.317","transcript","871",0.0279541215656059,0.999989508679083
"MSTRG.2848.3","MSTRG.2848","transcript","9444",0.0280018445836003,0.999989508679083
"FBtr0343013","MSTRG.5224","transcript","17769",0.0282166061874491,0.999989508679083
"MSTRG.5483.3","MSTRG.5483","transcript","18563",0.0282716746489217,0.999989508679083
"FBtr0331707","MSTRG.10128","transcript","33867",0.0283787882168685,0.999989508679083
"MSTRG.647.3","MSTRG.647","transcript","2001",0.0283793972384012,0.999989508679083
"MSTRG.6116.2","MSTRG.6116","transcript","20812",0.0284037609318685,0.999989508679083
